桥ID,古桥名称,建造年代,经度,纬度,所在省份,桥型,材质,长度,跨度,保护级别,数据来源,建造朝代,地理区域,桥梁时代,规模分类,故事,
br_new_134,芙蓉桥,1490,109.95,28.35,湖南,石拱桥,石,30,9,省级,补充数据,明清时期,华中,古代,中型,"芙蓉桥
明弘治年间建于永顺芙蓉镇猛洞河上。此处即电影《芙蓉镇》的取景地，刘晓庆主演的米豆腐就在桥头吊脚楼。瀑布穿桥而过，景色奇绝。",
br_new_135,忠义桥,1640,105.05,29.35,四川,石拱桥,石,40,10,市级,补充数据,明清时期,西南,古代,中型,"忠义桥
明崇祯年间建于自贡釜溪河上。自贡是中国井盐之都，此桥为运盐古道要津。忠义二字纪念张献忠入川时保城义士。",
br_new_136,瑞云桥,1750,119.58,27.77,浙江,木拱廊桥,木,35,20,省级,补充数据,明清时期,华东,古代,中型,"瑞云桥
清乾隆年间建于庆元竹口溪上。编木拱廊桥结构，桥屋十三间，因桥成之日天现瑞云而得名。2009年随中国木拱桥入选联合国非遗名录。",
br_new_137,富春桥,1190,119.96,29.9,浙江,石拱桥,石,65,12,市级,补充数据,宋元时期,华东,古代,中型,"富春桥
南宋绍熙年间建于富阳富春江上。元代画家黄公望《富春山居图》所绘即此处山水。桥横跨春江，青山绿水间如入画境。",
br_new_138,临江桥,1880,126.98,47.35,黑龙江,木梁桥,木,100,12,市级,补充数据,明清时期,东北,近代,大型,"临江桥
清光绪年间修建于佳木斯松花江支流上。是三江平原开发初期的重要桥梁，见证了清末闯关东移民潮中东北边疆的开拓历程。",
br_new_140,遂宁通德桥,1758,105.59,30.53,四川,石拱桥,石,55,10,市级,补充数据,明清时期,西南,古代,中型,"遂宁通德桥
清乾隆年间建于遂宁涪江上，五孔石拱桥。遂宁有东川巨邑之称，此桥是川中地区保存较好的清代大型石桥。",
br_new_141,景德镇浮梁桥,1005,117.25,29.4,江西,石拱桥,石,55,10,省级,补充数据,宋元时期,华中,古代,中型,"景德镇浮梁桥
北宋景德年间建于浮梁昌江上。景德镇以瓷器闻名天下，浮梁为古代茶叶集散地。白居易商人重利轻别离，前月浮梁买茶去即此处。",
br_new_142,永定客家桥,1620,116.73,24.72,福建,石拱桥,石,45,10,市级,补充数据,明清时期,华东,古代,中型,"永定客家桥
明万历年间建于永定金丰溪上。永定以客家土楼闻名世界，此桥连接多个土楼聚落，是客家人出入山区的生命通道。",
br_new_143,松潘古桥,1380,103.6,32.65,四川,石拱桥,石,25,8,市级,补充数据,明清时期,西南,古代,小型,"松潘古桥
明洪武年间随松潘古城修建于岷江上游。松潘是茶马古道与松茂古道的交汇点，汉藏羌各族在此互市贸易。红军长征也曾经过此城。",
br_new_144,柳州龙潭桥,1910,109.42,24.33,广西,石拱桥,石,35,10,市级,补充数据,明清时期,华南,近代,中型,"柳州龙潭桥
清末民初建于柳州龙潭公园内。柳宗元被贬柳州时曾在此处游览，柳州山水甲天下的美名由此传开。",
br_new_145,宣恩施南桥,1850,109.49,29.99,湖北,石拱桥,石,40,10,市级,补充数据,明清时期,华中,古代,中型,"宣恩施南桥
清道光年间土家族修建于宣恩贡水上。恩施是土家族苗族聚居地，此桥为施南府出城的重要通道，桥石雕刻融合了土家族风格。",
br_new_146,玉溪通济桥,1765,102.55,24.35,云南,石拱桥,石,50,12,市级,补充数据,明清时期,西南,古代,中型,"玉溪通济桥
清乾隆年间建于玉溪星云湖畔抚仙湖出水口。抚仙湖是中国最深的淡水湖之一，此桥横跨海口河，是滇中交通的重要节点。",
br_new_148,鹊华桥,1720,117.02,36.66,山东,石拱桥,石,25,8,市级,补充数据,明清时期,华东,古代,小型,"鹊华桥
清康熙年间建于济南城北。赵孟頫名画《鹊华秋色图》所绘鹊山与华不注山即在此桥附近，桥名由画而得。",
br_new_149,铜仁锦江桥,1610,109.19,27.72,贵州,石拱桥,石,60,12,市级,补充数据,明清时期,西南,古代,中型,"铜仁锦江桥
明万历年间建于铜仁锦江上，五孔石拱桥。铜仁有黔东门户之称，锦江清澈如镜，两岸苗寨吊脚楼错落有致。",
br_new_150,石宝寨桥,1750,108.18,30.39,重庆,石拱桥,石,30,8,省级,补充数据,明清时期,西南,古代,小型,"石宝寨桥
清乾隆年间建于忠县石宝寨前长江边。石宝寨是世界八大奇异建筑之一，十二层楼阁依山而建。三峡蓄水后桥随寨成为江中孤岛上的通道。",
br_new_151,庆元廊桥,1754,119.058,27.583,浙江,木拱廊桥,木,55,17,国家级,补充数据,明清时期,华东,古代,中型,"庆元廊桥
清乾隆十九年（1754年）建于庆元县合湖乡黄水村一带，为庆元“中国廊桥之乡”代表性木拱廊桥。桥南北走向，编木拱廊屋结构，全长逾54米，净跨约17米，廊屋21间，为全国现存廊屋最长的单孔木拱廊桥之一。2003年因水电站建设原址整体抬升保护，2013年作为“处州廊桥”组成部分列入全国重点文物保护单位。",
br_new_152,生圣桥,1816,119.978,31.028,浙江,石梁桥,石,18,6,县级,补充数据,明清时期,华东,古代,小型,"生圣桥
清嘉庆二十一年（1816年）建于长兴县太湖街道霞城村童庄与霞城自然村交界处，桥名与当地“河神”李禄传说相关。2010年公布为长兴县文物保护单位。桥面曾改铺水泥，仍保留清代石桥形制，是太湖流域水乡聚落中少见的清代古桥实例。",
br_new_153,卞桥,1181,117.431,35.612,山东,联拱石桥,石,56,5,国家级,补充数据,宋元时期,华北,古代,中型,"卞桥
位于济宁市泗水县泉林镇卞桥村与泉林村之间的泗河上，始建年代可溯至晚唐，金大定二十一年（1181年）重修，奠定现存三孔联拱石拱形制。桥身青石砌筑，东西走向，桥身长约25米，连同引桥全长近56米，栏板望柱雕刻精美，券顶透雕龙首，为山东境内现存最早的古石桥之一。2006年列入第六批全国重点文物保护单位。",
br_new_154,锁界桥,1800,119.956,31.048,浙江,石拱桥,石,12,5,县级,补充数据,明清时期,华东,古代,小型,"锁界桥
锁界桥位于长兴县太湖图影度假区小沉渎村宅里自然村，清代古建筑石桥。2003年公布为长兴县文物保护单位，是太湖图影水乡聚落中保存较好的清代石桥之一。"
br_new_155,光阳桥,1880,119.968,31.028,浙江,石拱桥,石,33,10,省级,补充数据,明清时期,华东,古代,中型,"光阳桥
光阳桥位于长兴县太湖街道陆家斗村，清光绪时期重建，为县境现存跨度最大的单孔石拱桥之一，与北侧清代耕耘亭构成亭桥结合体。2017年列入第七批浙江省文物保护单位。"
br_new_156,云龙古桥,1320,110.151,22.618,广西,石拱桥,石,39,14,市级,补充数据,宋元时期,华南,古代,中型,"云龙古桥
云龙古桥位于玉林城区大南路南端南流江上，始建于元延祐年间，明万历由木桥改建为石拱桥并定名云龙桥，为玉林市重点文物保护单位，自古为“龙桥古渡”胜景所在。"
br_new_157,宾州南桥,1373,108.809,23.219,广西,联拱石桥,石,25,6,省级,补充数据,明清时期,华南,古代,中型,"宾州南桥
宾州南桥位于宾阳县宾州镇南街北端宝水江上，明洪武六年始建，三孔石拱，桥栏浮雕精美，桥墩嵌有国内罕见的雌雄螭兽石雕，2009年公布为广西壮族自治区文物保护单位。"
br_new_158,惠爱桥,1506,109.195,21.657,广西,木桁架桥,木,26,18,国家级,补充数据,明清时期,华南,古代,中型,"惠爱桥
惠爱桥位于合浦县廉州镇西门江上，明正德年间始建，清末重修，为三铰拱人字架木桥，是广西乃至全国罕见的本土桁架石桥代表，2013年列入第七批全国重点文物保护单位。"
br_new_159,乐洋桥,1874,110.457,23.26,广西,联拱石桥,石,40,8,县级,补充数据,明清时期,华南,古代,中型,"乐洋桥
乐洋桥位于桂平市大洋镇圩旁，横跨大洋河，清同治年间建成五拱六墩红砂岩石拱桥，初名乐洋桥，当地亦称大洋桥，为桂平南区著名的清代大型石桥。"
br_new_160,鹭鹚九门桥,1600,107.696,23.125,广西,石拱桥,石,20,6,县级,补充数据,明清时期,华南,古代,小型,"鹭鹚九门桥
鹭鹚九门桥位于隆安县乔建镇鹭鹚村陆海屯，明清时期古桥，又称鸳鸯九门桥，1989年公布为隆安县文物保护单位。"
br_new_161,五桂桥,1826,111.486,24.412,广西,联拱石桥,石,45,12,市级,补充数据,明清时期,华南,古代,中型,"五桂桥
五桂桥位于贺州市平桂区沙田镇马峰村小凉河上，清道光六年建成三拱石拱桥，因桥西曾植五桂而得名，为贺州市重点文物保护单位，与马峰古圩相依。"
br_new_162,化龙桥,1887,111.012,25.436,广西,石拱桥,石,22,19,县级,补充数据,明清时期,华南,古代,中型,"化龙桥
化龙桥位于兴安县漠川乡长洲村，清光绪十三年建成，拱跨18.6米，为兴安县境内规模最大的古石拱桥之一，桥石含化石，民间亦称化石桥。"
br_new_163,熊家桥,1600,110.497,25.142,广西,石拱桥,石,18,6,省级,补充数据,明清时期,华南,古代,小型,"熊家桥
熊家桥位于灵川县大圩镇熊家村，明代石拱桥，为第八批广西壮族自治区文物保护单位，是大圩古镇水系上的重要古桥遗存。"
br_new_164,马鞍桥,1800,110.123,25.278,广西,石拱桥,石,25,8,县级,补充数据,明清时期,华南,古代,中型,"马鞍桥
马鞍桥位于临桂区五通镇马鞍村，清代四跨石拱桥，远望如马鞍横跨河上，与同河上的西山石拱桥同为临桂乡间著名的清代石桥。"
br_new_165,乾隆桥,1731,110.236,25.152,广西,石拱桥,石,27,9,县级,补充数据,明清时期,华南,古代,中型,"乾隆桥
乾隆桥即会仙湿地古桂柳运河上的新桥，清雍正九年建单拱石桥，相传清帝南巡曾历此桥而得名，1986年列为临桂县文物保护单位，是会仙“玻璃田”与运河景观的重要节点。"
br_new_166,会仙铜桥,1731,110.176,25.128,广西,石拱桥,石,24,9,市级,补充数据,明清时期,华南,古代,中型,"会仙铜桥
会仙铜桥位于临桂区会仙圩西南会仙河上，清代石拱桥，临桂区重点文物保护单位，桥畔垂柳、水网纵横，为会仙湿地与“玻璃田”摄影的热门景点。"
br_new_167,神头桥,1800,110.198,25.098,广西,石拱桥,石,18,6,县级,补充数据,明清时期,华南,古代,小型,"神头桥
神头桥位于临桂区会仙镇矮山村委布机寨，清代乡村石拱桥，四周峰林田园，山水相映，为会仙乡间保存较好的古桥之一。"
br_new_168,富龙桥,1240,109.267,24.785,广西,石拱桥,石,20,5,县级,补充数据,宋元时期,华南,古代,小型,"富龙桥
富龙桥位于柳州柳城县凤山一带，宋代淳祐年间由覃文察主持修建，为柳城县文献记载最早的古石桥之一，见证桂中古代交通与乡绅修桥传统。"
br_new_169,仙桂桥,1123,110.4203,24.7886,广西,石拱桥,石,26,7,省级,补充数据,宋元时期,华南,古代,小型,"仙桂桥
仙桂桥位于阳朔县白沙镇旧县村，北宋宣和五年始建，南宋重修，为广西现存最古老的单孔石拱桥，采用罕见并列砌法，1994年列为广西壮族自治区文物保护单位。"
br_new_170,鹅泉古桥,1800,106.516,23.128,广西,联拱石桥,石,60,4,县级,补充数据,明清时期,华南,古代,中型,"鹅泉古桥
鹅泉古桥位于靖西市鹅泉景区内，清代建十五孔石拱桥，与杨媪庙、鹅泉亭碑共同构成靖西名泉八景中的古桥胜景，是留存较完整的清代乡村石桥。"
br_new_171,敕勒圳桥,1864,108.306,22.816,广西,石拱桥,石,15,5,市级,补充数据,明清时期,华南,古代,小型,"敕勒圳桥
敕勒圳桥位于南宁市高新区明月湖公园内，清同治三年建，2017年公布为南宁市文物保护单位，是城市公园中保存的清代古桥实例。"
br_new_172,粟家桥,1800,110.674,25.615,广西,石拱桥,石,7,7,县级,补充数据,明清时期,华南,古代,小型,"粟家桥
粟家桥位于兴安县城东门外灵渠上，虹式单拱石桥，形制古朴，与灵渠水街、娘娘桥等共同构成秦代运河沿线的重要古桥群。"
br_new_174,娘娘桥,1668,110.672,25.611,广西,石拱桥,石,12,5,县级,补充数据,明清时期,华南,古代,小型,"娘娘桥
娘娘桥位于兴安县灵渠秦文流觞景区上游，清康熙七年始建，又名天后桥、沧浪桥，桥名由清代书法家何绍基所题，2004年重修。"
br_new_175,护龙桥,1758,111.212,24.245,广西,石拱桥,石,15,5,县级,补充数据,明清时期,华南,古代,小型,"护龙桥
护龙桥位于昭平县黄姚古镇，与带龙桥同为古镇标志石桥，分水拱与旱拱结合，是黄姚明清街巷与真武山景观的重要组成部分。"
br_new_176,带龙桥,1758,111.214,24.244,广西,石拱桥,石,23,8,县级,补充数据,明清时期,华南,古代,小型,"带龙桥
带龙桥位于昭平县黄姚镇新兴街真武山下，明末始建、清乾隆二十三年重建，长22.7米，分水拱与旱拱并存，为黄姚古镇标志，曾出现在中国古镇邮票中。"
br_new_177,季卫桥,1835,121.151,30.057,浙江,五孔薄墩联拱石桥,石,51,10.2,市级,补充数据,明清时期,华东,古代,中型,"季卫桥
季卫桥位于余姚市凤山街道，南北横跨候青江，别名侯青桥、清宁桥。始建年代无考，明嘉靖三十四年抗倭毁桥，清道光十五年由邑人叶樊（字季卫）出资将三孔扩为五孔薄墩联拱石桥，为宁波市唯一此类古桥。2010年公布为余姚市文物保护单位。"
br_new_178,六浦桥,1888,121.149,30.06,浙江,单孔陡拱石桥,石,12,5.4,市级,补充数据,明清时期,华东,古代,小型,"六浦桥
六浦桥位于余姚市阳明街道龙泉社区油车弄东侧、老西门外，东西向跨候青江，因桥内有六浦、受大江之水得名。现存桥为清光绪年间重建的单孔陡拱石桥，净跨5.4米，南北设龙头石雕，为旧时姚城西门要道。2014年公布为余姚市文物保护单位。"
br_new_179,武胜桥,1721,121.148,30.062,浙江,单孔陡拱石桥,石,33,9,市级,补充数据,明清时期,华东,古代,中型,"武胜桥
武胜桥位于余姚市阳明街道胜山社区武胜门南侧，南北跨候青江，与武胜门同为姚城北门要塞。东晋隆安二年因晋将破孙恩得名，清康熙辛丑年（1721年）重建为单孔陡拱石桥，拱跨9米，桥台系石、镇水螯头，栏板镌“东西潮汐永通津”等联句。2014年公布为余姚市文物保护单位。"
br_new_180,白云桥,1890,121.227139,29.863028,浙江,单孔陡拱石桥,石,25.3,12.65,省级,补充数据,明清时期,华东,古代,中型,"白云桥
白云桥位于余姚市鹿亭乡中村，跨晓鹿溪，唐贞观年间初建，清光绪十六年（1890年）重建，为陡拱单孔石桥，净跨12.65米，南端碇步与桥相连，望柱雕狮、桥联完整，为余姚与鄞县界桥。2011年列入第六批浙江省文物保护单位。"
br_new_181,弘济桥,800,119.281,28.527,浙江,X架木梁廊屋桥,木/石,35,31,省级,补充数据,唐宋时期,华东,古代,中型,"弘济桥
弘济桥位于浙江省丽水市遂昌县王村口镇，横跨关川溪，连接桥东、桥西两村，为古时通衢（州）入闽要津。唐代此地已是水陆商埠要道；明代始建济川石桥，清光绪初年改名弘济桥，民国十六年（1927）重建为现存X架木梁廊屋桥，长31米、宽5.4米，桥上覆瓦屋九间。1935年8月26日红军挺进师在此宣布王村口苏维埃政府成立。1997年与王村口革命旧址群一并列入浙江省文物保护单位。"
